F0584/MID4/,F0945/MID2/,0
F0526/MID1/,F0526/MID5/,1
F0700/MID1/,F0536/MID6/,0
F0016/MID3/,F0209/MID5/,0
F0208/MID2/,F0208/MID3/,1
F0349/MID9/,F0349/MID2/,1
F0166/MID4/,F0850/MID2/,0
F0766/MID3/,F0121/MID3/,0
F0188/MID6/,F0401/MID6/,0
F0995/MID13/,F0995/MID9/,1
F0728/MID3/,F0811/MID2/,0
F0179/MID2/,F0775/MID2/,0
F0163/MID5/,F0803/MID3/,0
F0513/MID1/,F0513/MID11/,1
F0358/MID3/,F0358/MID2/,1
F0874/MID4/,F0874/MID6/,1
F0317/MID2/,F0317/MID3/,1
F0421/MID1/,F0421/MID3/,1
F0738/MID4/,F0467/MID3/,0
F0885/MID5/,F0075/MID2/,0
F0154/MID4/,F0154/MID3/,1
F0839/MID5/,F0839/MID3/,1
F0123/MID2/,F0123/MID6/,1
F0991/MID10/,F0666/MID1/,0
F0490/MID6/,F0490/MID5/,1
F0598/MID1/,F0598/MID6/,1
F0927/MID6/,F0927/MID2/,1
F0215/MID2/,F0346/MID5/,0
F0364/MID1/,F0169/MID4/,0
F0896/MID4/,F0765/MID1/,0
F0848/MID1/,F0866/MID1/,0
F0390/MID3/,F0390/MID9/,1
F0450/MID2/,F0638/MID5/,0
F0168/MID1/,F0024/MID1/,0
F0765/MID4/,F0542/MID6/,0
F0999/MID7/,F0665/MID2/,0
F0342/MID5/,F0873/MID5/,0
F0614/MID3/,F0614/MID1/,1
F0320/MID10/,F0742/MID4/,0
F0600/MID3/,F0463/MID1/,0
F0641/MID2/,F0641/MID4/,1
F0599/MID5/,F0599/MID4/,1
F0885/MID4/,F0885/MID1/,1
F0544/MID5/,F0416/MID1/,0
F0954/MID2/,F0954/MID4/,1
F0613/MID2/,F0613/MID3/,1
F0611/MID2/,F0723/MID1/,0
F0343/MID3/,F0343/MID2/,1
F0664/MID1/,F0664/MID4/,1
F0120/MID1/,F0120/MID5/,1
F0967/MID4/,F0967/MID2/,1
F0425/MID3/,F0425/MID2/,1
F0146/MID3/,F0146/MID5/,1
F0991/MID17/,F0991/MID15/,1
F0055/MID1/,F0597/MID4/,0
F0817/MID4/,F0646/MID3/,0
F0791/MID1/,F0791/MID8/,1
F0664/MID6/,F0664/MID8/,1
F0467/MID5/,F0628/MID1/,0
F0825/MID3/,F0885/MID5/,0
F0875/MID4/,F0875/MID2/,1
F0951/MID3/,F0951/MID2/,1
F0838/MID1/,F0026/MID1/,0
F0953/MID2/,F0953/MID4/,1
F0934/MID2/,F0476/MID5/,0
F0819/MID5/,F0511/MID3/,0
F0310/MID3/,F0255/MID6/,0
F0333/MID1/,F0333/MID3/,1
F0074/MID5/,F0074/MID3/,1
F0637/MID1/,F0125/MID7/,0
F0589/MID1/,F0118/MID7/,0
F0877/MID4/,F0877/MID1/,1
F0002/MID1/,F0116/MID4/,0
F0361/MID2/,F0361/MID3/,1
F0578/MID1/,F0266/MID3/,0
F0299/MID2/,F0299/MID3/,1
F0513/MID9/,F0513/MID11/,1
F0042/MID1/,F0298/MID2/,0
F0071/MID2/,F0071/MID4/,1
F0889/MID1/,F0337/MID10/,0
F0723/MID3/,F0842/MID4/,0
F0034/MID1/,F0034/MID3/,1
F0638/MID3/,F0919/MID4/,0
F0653/MID5/,F0400/MID7/,0
F0408/MID2/,F0408/MID4/,1
F0214/MID4/,F0214/MID2/,1
F0998/MID6/,F0998/MID1/,1
F0519/MID1/,F0560/MID5/,0
F0514/MID3/,F0664/MID5/,0
F0090/MID1/,F0584/MID2/,0
F0155/MID2/,F0155/MID3/,1
F0638/MID7/,F0930/MID1/,0
F0521/MID5/,F0521/MID3/,1
