F0750/MID7/,F0750/MID5/,1
F0662/MID2/,F0698/MID5/,0
F0921/MID6/,F0921/MID4/,1
F0490/MID6/,F0580/MID4/,0
F0703/MID9/,F0645/MID4/,0
F0035/MID3/,F0751/MID1/,0
F0133/MID3/,F0133/MID4/,1
F0557/MID1/,F0081/MID1/,0
F0952/MID2/,F0713/MID1/,0
F0303/MID4/,F0303/MID6/,1
F0128/MID1/,F0128/MID8/,1
F0730/MID2/,F0811/MID4/,0
F0991/MID8/,F0991/MID3/,1
F0665/MID1/,F0389/MID1/,0
F0303/MID6/,F0303/MID5/,1
F0658/MID5/,F0658/MID7/,1
F0581/MID9/,F0602/MID5/,0
F0699/MID3/,F0699/MID7/,1
F0402/MID7/,F0402/MID4/,1
F0351/MID5/,F0921/MID3/,0
F0390/MID6/,F0390/MID2/,1
F0165/MID4/,F0290/MID3/,0
F0267/MID4/,F0267/MID1/,1
F0752/MID1/,F0752/MID7/,1
F0817/MID5/,F0642/MID1/,0
F0652/MID2/,F0652/MID5/,1
F0825/MID5/,F0825/MID12/,1
F0987/MID13/,F0987/MID5/,1
F0990/MID10/,F0990/MID6/,1
F0303/MID8/,F0302/MID2/,0
F0105/MID6/,F0061/MID2/,0
F0358/MID3/,F0358/MID7/,1
F0766/MID2/,F0766/MID6/,1
F0987/MID5/,F0987/MID10/,1
F1000/MID3/,F1000/MID4/,1
F0492/MID2/,F0940/MID1/,0
F0616/MID2/,F0791/MID5/,0
F0358/MID7/,F0358/MID3/,1
F0475/MID2/,F0475/MID6/,1
F0556/MID2/,F0556/MID5/,1
F0061/MID8/,F0991/MID14/,0
F0255/MID5/,F0286/MID2/,0
F0690/MID5/,F0690/MID7/,1
F0978/MID4/,F0317/MID5/,0
F0601/MID42/,F0898/MID3/,0
F0399/MID1/,F0385/MID3/,0
F0575/MID2/,F0567/MID3/,0
F0133/MID4/,F0133/MID3/,1
F0763/MID8/,F0678/MID1/,0
F0508/MID5/,F0811/MID8/,0
F0090/MID1/,F0090/MID11/,1
F0360/MID3/,F0360/MID5/,1
F0334/MID5/,F0838/MID7/,0
F0954/MID5/,F0547/MID3/,0
F0459/MID2/,F0358/MID5/,0
F0246/MID5/,F0246/MID2/,1
F0490/MID2/,F0490/MID4/,1
F0034/MID4/,F0852/MID1/,0
F0215/MID2/,F0215/MID5/,1
F0125/MID6/,F0401/MID8/,0
F0099/MID5/,F0099/MID10/,1
F0090/MID4/,F0090/MID14/,1
F0128/MID8/,F0128/MID1/,1
F0783/MID1/,F0816/MID5/,0
F0762/MID5/,F0762/MID3/,1
F0833/MID3/,F0833/MID5/,1
F0128/MID6/,F0333/MID5/,0
F0260/MID4/,F0105/MID6/,0
F0417/MID1/,F0417/MID7/,1
F0423/MID7/,F0423/MID4/,1
F0567/MID4/,F0567/MID6/,1
F0146/MID7/,F0146/MID4/,1
F0918/MID8/,F0902/MID2/,0
F0536/MID6/,F0783/MID2/,0
F0731/MID1/,F0358/MID3/,0
F0825/MID5/,F0825/MID10/,1
F0091/MID3/,F0091/MID6/,1
F0349/MID6/,F0349/MID3/,1
F0731/MID7/,F0921/MID4/,0
F0582/MID2/,F0620/MID2/,0
F0381/MID2/,F0149/MID2/,0
F0920/MID5/,F0746/MID1/,0
F0402/MID4/,F0402/MID7/,1
F0632/MID2/,F0731/MID6/,0
F0230/MID2/,F0640/MID2/,0
F0268/MID2/,F0908/MID4/,0
F0390/MID2/,F0390/MID6/,1
F0354/MID6/,F0376/MID2/,0
F0819/MID4/,F0639/MID2/,0
F0484/MID7/,F0484/MID2/,1
F0818/MID5/,F0004/MID3/,0
F0401/MID2/,F0401/MID6/,1
F0376/MID7/,F0376/MID2/,1
F0843/MID4/,F0818/MID1/,0
F0192/MID7/,F0008/MID4/,0
F0645/MID2/,F0578/MID3/,0
F0664/MID3/,F0210/MID4/,0
F0056/MID3/,F0657/MID2/,0
F0128/MID2/,F0730/MID4/,0
F0552/MID9/,F0740/MID7/,0
F0443/MID4/,F0443/MID2/,1
F0995/MID5/,F0995/MID14/,1
F0475/MID4/,F0475/MID2/,1
F0188/MID6/,F0188/MID2/,1
F0995/MID3/,F0995/MID14/,1
F0071/MID4/,F0071/MID5/,1
F0660/MID5/,F0660/MID1/,1
F0703/MID7/,F0703/MID5/,1
F0901/MID3/,F0901/MID4/,1
F0324/MID2/,F0183/MID5/,0
F0919/MID2/,F0891/MID4/,0
F0421/MID2/,F0421/MID6/,1
F0293/MID3/,F0967/MID4/,0
F0617/MID4/,F0617/MID5/,1
F0090/MID4/,F0664/MID8/,0
F0029/MID5/,F0415/MID1/,0
F0838/MID2/,F0211/MID5/,0
F0376/MID2/,F0376/MID5/,1
F0590/MID5/,F0590/MID8/,1
F0099/MID4/,F0099/MID10/,1
F0146/MID7/,F0146/MID3/,1
F0080/MID8/,F0108/MID3/,0
F0033/MID6/,F0668/MID1/,0
F0906/MID1/,F0997/MID1/,0
F0977/MID4/,F0004/MID6/,0
F0006/MID4/,F0444/MID3/,0
F0071/MID3/,F0071/MID5/,1
F0091/MID6/,F0091/MID3/,1
F0976/MID8/,F0976/MID3/,1
F0238/MID6/,F0100/MID4/,0
F0983/MID1/,F0503/MID3/,0
F0060/MID4/,F0584/MID1/,0
F0658/MID1/,F0658/MID6/,1
F0990/MID10/,F0990/MID2/,1
F0078/MID1/,F0078/MID5/,1
F0074/MID5/,F0074/MID6/,1
F0991/MID8/,F0991/MID14/,1
F0987/MID5/,F0987/MID9/,1
F0991/MID11/,F0991/MID8/,1
F0684/MID4/,F0684/MID6/,1
F0376/MID2/,F0376/MID4/,1
F0169/MID4/,F0169/MID3/,1
F0421/MID9/,F0313/MID1/,0
F0873/MID10/,F0873/MID2/,1
F0989/MID12/,F0207/MID1/,0
F0382/MID2/,F0801/MID1/,0
F0342/MID5/,F0599/MID5/,0
F0465/MID3/,F0938/MID3/,0
F0029/MID3/,F0819/MID3/,0
F0475/MID7/,F0442/MID5/,0
F0533/MID2/,F0746/MID1/,0
F0777/MID5/,F0749/MID3/,0
F0425/MID6/,F0425/MID3/,1
F0881/MID4/,F0468/MID1/,0
F0536/MID3/,F0388/MID2/,0
F0254/MID3/,F0958/MID2/,0
F0096/MID7/,F0096/MID2/,1
F0401/MID2/,F0401/MID8/,1
F0155/MID5/,F0940/MID6/,0
F0905/MID2/,F0773/MID2/,0
F0752/MID8/,F0752/MID1/,1
F0063/MID2/,F0124/MID1/,0
F0475/MID6/,F0475/MID2/,1
F0774/MID3/,F0774/MID5/,1
F0872/MID2/,F0090/MID2/,0
F0346/MID8/,F0283/MID1/,0
F0303/MID6/,F0303/MID4/,1
F0898/MID1/,F0144/MID7/,0
F0421/MID7/,F0421/MID2/,1
F0829/MID1/,F0600/MID3/,0
F0193/MID6/,F0193/MID3/,1
F0513/MID10/,F0513/MID4/,1
F0173/MID2/,F0190/MID3/,0
F0188/MID2/,F0188/MID6/,1
F0490/MID4/,F0490/MID2/,1
F0376/MID5/,F0376/MID2/,1
F0608/MID8/,F0608/MID1/,1
F0824/MID1/,F0105/MID4/,0
F0567/MID6/,F0567/MID4/,1
F0451/MID7/,F0451/MID2/,1
F0989/MID5/,F0851/MID4/,0
F0443/MID2/,F0443/MID4/,1
F0146/MID4/,F0146/MID7/,1
F0637/MID3/,F0842/MID2/,0
F0989/MID2/,F0888/MID4/,0
F0358/MID5/,F0358/MID7/,1
