F0796/MID8/,F0796/MID9/,1
F0139/MID2/,F0400/MID6/,0
F0362/MID3/,F0648/MID2/,0
F0008/MID5/,F0008/MID4/,1
F0179/MID1/,F0293/MID4/,0
F0451/MID1/,F0997/MID4/,0
F0653/MID3/,F0653/MID1/,1
F0016/MID3/,F0187/MID2/,0
F0960/MID6/,F0960/MID1/,1
F0755/MID7/,F0998/MID5/,0
F0053/MID2/,F0053/MID3/,1
F0645/MID4/,F0645/MID1/,1
F0176/MID1/,F0176/MID5/,1
F0975/MID3/,F0762/MID2/,0
F0942/MID4/,F0039/MID2/,0
F0841/MID4/,F0841/MID1/,1
F0426/MID4/,F0426/MID1/,1
F0915/MID6/,F0915/MID5/,1
F0767/MID6/,F0767/MID1/,1
F0299/MID1/,F0299/MID3/,1
F0601/MID33/,F0061/MID5/,0
F0581/MID10/,F0334/MID2/,0
F0762/MID1/,F0762/MID3/,1
F0390/MID8/,F0390/MID2/,1
F0362/MID5/,F0362/MID1/,1
F0995/MID13/,F0615/MID3/,0
F0527/MID1/,F0527/MID2/,1
F0333/MID6/,F0216/MID3/,0
F0573/MID5/,F0589/MID3/,0
F0399/MID2/,F0399/MID3/,1
F0600/MID4/,F0600/MID1/,1
F0519/MID5/,F0519/MID2/,1
F1000/MID4/,F0062/MID5/,0
F0899/MID3/,F0293/MID5/,0
F0568/MID1/,F0840/MID2/,0
F0673/MID3/,F0354/MID1/,0
F0459/MID1/,F0114/MID1/,0
F0825/MID1/,F0825/MID9/,1
F0645/MID1/,F0645/MID4/,1
F0532/MID3/,F0012/MID2/,0
F0069/MID6/,F0836/MID9/,0
F0987/MID2/,F0425/MID2/,0
F0922/MID3/,F0050/MID2/,0
F0729/MID5/,F0729/MID1/,1
F0596/MID3/,F0596/MID1/,1
F0112/MID3/,F0299/MID2/,0
F0406/MID2/,F0406/MID5/,1
F0440/MID4/,F0742/MID2/,0
F0112/MID1/,F0112/MID3/,1
F0787/MID3/,F0787/MID1/,1
F0415/MID3/,F0636/MID7/,0
F0606/MID3/,F0256/MID1/,0
F0821/MID1/,F0821/MID5/,1
F0819/MID1/,F0764/MID4/,0
F0303/MID1/,F0609/MID2/,0
F0230/MID2/,F0590/MID5/,0
F0349/MID9/,F0673/MID1/,0
F0435/MID4/,F0435/MID3/,1
F0419/MID3/,F0419/MID2/,1
F0856/MID3/,F0998/MID3/,0
F0179/MID2/,F0517/MID3/,0
F0617/MID7/,F0788/MID2/,0
F0552/MID3/,F0292/MID1/,0
F0540/MID3/,F0540/MID2/,1
F0641/MID1/,F0641/MID3/,1
F0855/MID5/,F0855/MID1/,1
F0715/MID2/,F0715/MID6/,1
F0872/MID7/,F0892/MID3/,0
F0105/MID4/,F0105/MID1/,1
F0818/MID1/,F0819/MID7/,0
F0552/MID6/,F0873/MID10/,0
F0021/MID4/,F0099/MID7/,0
F0417/MID5/,F0417/MID4/,1
F0695/MID3/,F0703/MID2/,0
F0672/MID3/,F0672/MID1/,1
F0523/MID2/,F0120/MID2/,0
F0757/MID3/,F0414/MID6/,0
F0976/MID1/,F0976/MID3/,1
F0818/MID2/,F0267/MID1/,0
F0560/MID1/,F0560/MID3/,1
F0723/MID1/,F0723/MID2/,1
F0874/MID1/,F0565/MID2/,0
F0403/MID3/,F0403/MID1/,1
F0821/MID8/,F0015/MID2/,0
F0944/MID1/,F0887/MID10/,0
F0174/MID3/,F0048/MID3/,0
F0641/MID6/,F0641/MID1/,1
F0484/MID4/,F0752/MID7/,0
F0038/MID3/,F0634/MID3/,0
F0877/MID6/,F0877/MID5/,1
F0525/MID3/,F0773/MID4/,0
F0829/MID5/,F0597/MID2/,0
F0641/MID3/,F0214/MID2/,0
F0156/MID1/,F0156/MID3/,1
F0099/MID9/,F0099/MID10/,1
F0118/MID4/,F0176/MID1/,0
F0583/MID2/,F0583/MID3/,1
F0091/MID2/,F0679/MID3/,0
F0498/MID1/,F0090/MID14/,0
F0262/MID6/,F0877/MID1/,0
F0560/MID3/,F0560/MID1/,1
